number,sample,locality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84
21,JR411993,LopezMateos,-48.02867334,8.890698334,3.883724092,3.089380434,0.914861439,0.9726766,0.665343439,-0.31464243,-0.401139874,-2.86396017,-1.656919495,-0.033914328,4.047070196,-6.841726892,-8.822782441,7.349317869,-5.465486192,-1.942082582,-0.126432083,1.050675239,-0.403171051,3.133022498,-1.788154076,-0.066639364,-1.186894058,-0.988214889,-0.775340035,-0.492756831,0.288242828,2.474669185,1.358840236,0.616027632,3.114297102,0.237364317,-2.149897407,-1.269931671,-0.184790246,0.271001704,-0.520691002,-0.222536421,3.046964992,-0.799565573,-1.169531558,-4.460995191,2.781222069,0.755196423,-2.091713873,0.747336607,-1.461249918,12.69888281,1.535418697,-5.681628862,-3.223183837,2.135597218,-1.421690674,-5.228179467,0.561952816,-7.855351116,1.613448236,5.042266859,1.845008605,-3.507341146,3.474832183,-7.709637988,-0.530678992,12.46310481,21.08958769,1.938128269,9.421017232,11.82921999,-11.42756712,2.952783652,-5.28374615,-4.466741934,-12.6054909,-11.39935426,14.19690571,9.530345114,-2.426480193,14.7004633,10.59397794,-0.547669293,-0.224070612,-6.62E-13
22,JR411994,LopezMateos,-48.75685368,10.9247042,4.908776309,3.601276814,-0.260180186,-0.263786506,0.652364536,-0.583121468,-0.601750766,-4.712678629,-1.564759875,0.740737296,4.508808353,-6.234070392,-9.994339753,7.514297844,-6.955212246,-3.597712242,0.23120947,0.404248092,0.75743197,4.235821721,-1.277285714,0.087173094,-1.524606686,-2.65653755,-0.83211094,-1.010072896,-2.448506752,3.01941113,1.432985589,2.172423648,2.92985883,1.218008614,-3.25140105,-1.016069113,1.558207673,-0.286342669,-0.537156741,-1.005024886,3.273977608,-2.499382282,-1.214228819,-4.197682321,1.044737711,-0.833268778,-1.927774993,2.383814719,-0.546104962,19.27809324,-1.390434832,-2.801315737,-2.186024437,-5.88005293,-2.419671374,-0.935889114,-4.378525141,3.894394887,-0.547541254,-9.405031497,13.58298462,21.59401371,-6.918023659,18.76269642,-2.629068063,-2.599535844,-13.00250146,-12.47533773,0.732796701,8.430586285,-9.02851036,12.49394902,-4.447817194,-0.14730565,3.833628735,-1.213486906,-10.70314175,5.855607078,-4.585851791,-2.518243173,2.807863608,-0.316845362,-0.263283819,-3.37E-13
23,JR423991,PuertoViejo,-42.6566989,6.010263825,-2.311703644,16.24090649,3.092850847,2.49842205,0.840302324,0.092801236,0.049923377,3.419747545,0.052928461,-1.461752014,-2.194540441,0.06878671,8.729835275,-6.025840395,4.44695824,4.069754734,0.142114958,0.722853255,-0.40132194,-1.454496671,2.050962641,-0.800675788,-0.477473815,1.454801885,0.602260932,-0.810252584,-0.403487743,-1.338073234,0.328093062,0.142822026,-1.779363167,-1.455306213,-0.039548629,-1.856711567,-0.563266337,-0.333090801,1.403601285,0.639275349,1.820913494,0.833106755,-1.9003852,1.107145583,1.522841825,-1.94717254,-0.889648329,1.076539283,-1.450302906,4.429423201,-3.218673334,-23.35666818,35.26629783,12.05448245,12.52148555,11.41720542,-18.93593925,0.681942248,-0.985669408,10.98372939,0.956275244,2.630286315,-0.415836879,-0.534254672,4.848262249,-0.52891665,4.962626881,-4.09247464,-1.427196704,-2.373448922,-1.046810156,0.843481748,-0.146756877,0.769191103,-1.042505358,-1.182440859,-2.559045448,-0.271331405,-0.876045937,-3.867090654,-2.079628402,-0.519394881,0.457929107,-5.22E-13
24,JR423994,PuertoViejo,-40.86731006,5.865616031,-2.746578099,17.30826289,2.840535063,1.880444047,-0.807555934,1.075123681,0.183474718,3.88709913,0.404622672,0.099155696,-3.938642271,2.187512692,9.240349741,-6.766602225,6.550012498,1.499394174,0.34607418,-1.049465617,1.487140127,-2.690282007,-0.216322766,0.177156622,1.56369743,-0.787984906,1.735185516,-0.402467035,-1.688595564,0.213776229,-0.599269177,-1.325546958,-0.775235424,0.487617336,1.630781139,1.623995776,0.330893383,-1.625369731,2.24945615,2.817081455,-1.559791228,-1.419030885,-2.093539197,1.297001544,1.567823777,4.208284743,-3.513680185,-3.457005025,0.525652202,24.16271684,3.79156595,43.38910807,9.215371724,6.118025178,11.36905378,2.584459343,-3.156962508,-0.049340745,-2.110484052,-1.204981874,-7.028838885,1.6633909,3.695631243,-3.072649266,-2.975071346,-3.09411537,0.072924477,2.708915887,0.840548307,0.759142727,-1.917950907,-2.985629509,-2.53000142,-2.999620827,0.528055086,1.397222692,0.207001767,1.93236996,1.210103397,0.093141222,-0.974410457,0.265231944,-0.263718751,-5.50E-13
25,JR423995,PuertoViejo,-40.54611379,6.813944035,-2.440301583,17.24413794,1.543027551,1.975751724,0.200618659,0.209139828,-0.864271089,2.278084025,0.111641342,-1.019938852,-1.944553474,0.229449275,5.617762193,-6.38224793,3.610440817,2.819181334,-0.403505812,-0.556189521,0.578320019,-1.213925423,0.929603556,-0.497213848,1.442373934,2.484315665,-0.233965105,-1.263595413,1.298141313,-0.866222443,-1.980840618,-1.621694726,-1.237880773,-0.243465143,0.943334742,0.826875785,0.492025409,0.100906909,0.262941958,0.248996803,1.246449467,-0.400921864,-1.044712486,-0.621220564,2.294357777,1.760716951,-1.399523911,1.04541462,0.11054173,-1.812263111,7.206047632,-8.476804109,-17.40865702,-26.24571444,24.46300666,20.5028748,-1.194221148,-7.606636577,12.09710576,-6.69189315,-10.58119514,-6.784313815,7.147663164,0.091565297,1.431694207,3.240877176,0.343481229,-7.152849517,1.86576501,4.839454934,2.584787296,2.66533446,-1.87813964,1.706444472,0.790107043,5.072358708,-3.250991163,1.339850526,-3.198649317,-0.27681973,1.779528542,0.89124515,-1.048072545,-5.97E-13
26,MB1,MorroBay,-8.81352996,-10.23271892,-35.6315428,-11.32521888,0.178456842,0.339509081,2.307963643,0.865767692,-0.372546669,-3.535665291,3.995015261,-2.954972161,1.398052433,-10.52807432,4.142685698,1.118745247,0.576021594,2.059543623,0.05615683,1.911443135,-0.983598062,0.986645986,-0.826756007,-0.021317443,0.120498853,-0.189292389,-0.069958028,-0.471214468,1.019811527,-1.157323742,-0.242631725,-0.668034784,1.047115933,-0.629399804,-0.06374014,-2.651170598,0.503844619,-0.55005729,1.998866103,0.376038653,0.517624237,0.65260815,-0.538578879,-0.870352735,1.307985428,-0.830600842,1.966000253,1.077468484,0.157781232,-2.61599608,3.172461842,0.138421924,-3.345075285,1.32705061,5.498722101,1.910517976,-10.26919118,3.062848197,4.183982352,0.807941184,7.190596764,-6.091690706,-4.828840696,6.769360097,-37.25478142,4.744001641,-0.271588655,0.24635346,2.659334636,-19.2516695,0.068251493,0.773726315,-0.922780128,2.628939864,0.245514156,-2.619210382,5.250227206,5.010814538,3.402843551,1.702412428,0.939041414,0.094000832,-0.485925859,-1.63E-13
27,MB3,MorroBay,-9.874318543,-7.697103808,-22.49826516,1.989896255,-0.157329514,0.457645204,-2.525184662,-0.936343198,-2.740817354,6.352648201,-2.338181349,3.218410221,-1.937986291,16.3870017,-2.022461549,-4.014896322,2.823577415,1.327008615,-1.240746651,-9.378465876,1.520649526,-1.645443583,5.699395082,-0.005249555,-6.852584249,-2.802565955,-3.528542736,1.185783362,-0.904711279,-1.976442242,0.575206296,6.507255388,7.208125365,-2.584344198,1.800275258,2.424239325,-0.962445013,3.723236823,-2.851870514,-13.76058388,0.850256844,2.625931593,9.509694192,-33.58039193,-25.88545987,-18.08469892,26.89826961,1.135843938,13.4141891,1.489614902,-1.383559159,1.689298603,0.3942294,1.490008985,1.168116059,0.25283922,1.2324469,-1.505345458,-0.820918556,-0.996589539,0.276485119,0.380225637,1.87966647,-0.369608237,2.236699911,1.289218515,-0.158790399,0.773269048,-0.455386201,1.414707899,0.939441925,0.949293822,-2.16828166,0.439928173,-0.970024501,-0.17522563,-0.317462578,0.319078404,0.029361551,0.336132384,0.454378371,-0.074579541,-0.342997188,-1.04E-13
28,MB4,MorroBay,-8.737253686,-8.499716867,-53.32053928,-16.66885373,0.855068935,-0.044019812,1.482227721,1.567259086,-0.732398519,-8.157836132,6.05174324,-6.603446541,2.313860935,-19.2204951,8.127063817,3.309110441,3.280839978,1.763769802,-0.421173545,3.70481522,0.69191296,-0.639418885,-2.859311907,1.641411588,1.610622614,0.880727579,-2.326709356,-1.491261927,1.844956974,-1.478788692,-0.158800331,-0.899537498,0.219117036,-2.209983762,-1.549885544,1.973522567,-0.241493126,-1.156909578,0.804988836,3.794589494,-0.174929734,6.191646027,-1.102380854,0.963330777,1.164467031,-0.575579719,1.616123627,1.150106093,-0.751575752,-1.307139243,-0.415438766,-0.537488702,2.081292958,-3.297602218,0.187652769,-1.719277182,4.30971292,-3.127601968,0.926135132,0.340766409,-4.642813036,0.534836337,1.095704091,-2.714241036,9.243489084,-2.556411015,-0.116119335,4.620144157,-0.766498878,3.179398417,-18.14250654,-0.763518316,13.76675186,-21.78027165,6.716014623,-0.346000437,-9.139295694,-6.882238705,-7.441649711,1.598370726,-1.78547933,-0.357219739,0.602953411,-1.12E-13
29,MB5,MorroBay,-10.16438286,-5.203196316,-30.90324148,-2.094469669,-0.544689288,-0.685962063,-5.093716779,-2.940016312,1.177930438,12.92226618,-12.39951563,11.70631874,-3.249552567,35.40370607,-22.15635184,0.466774121,-11.7091538,-5.399243521,-3.041646004,-6.968826914,1.376170367,-1.098104922,8.67180138,-0.173792512,-0.996061493,0.025998155,-2.984570272,-1.075646333,0.575798071,5.173793264,0.43352868,-5.081082957,0.155195712,-1.665025833,-3.866273385,9.883254624,-0.033649355,4.178698655,-1.691878835,12.08335743,-4.904014192,33.20139778,-9.577697351,0.601233199,10.02022224,8.913882607,-9.179020026,-2.19986332,-7.950667564,-1.689223761,1.133450548,-0.277032603,0.287789543,0.12085912,-0.354737065,0.504057762,-2.425261259,0.688193127,-0.22098875,-0.27915093,0.94077367,0.098409388,-0.343853938,0.358932115,0.003534888,0.349136879,-0.453219243,0.031357789,-0.478566749,0.624893455,0.472859921,-0.349966803,-0.784795437,-0.48522048,-0.285964494,-0.509776511,-0.101268572,-0.320205039,-0.478513529,-0.616064617,0.610868098,0.057780715,0.149608989,-2.19E-13
30,MB6,MorroBay,-5.674923095,-7.470880588,-25.18654753,-3.243159498,-1.861772286,1.837186364,-1.409863519,0.596161415,0.047853051,3.144772123,-3.777917738,2.520221869,0.103701889,9.550932749,-7.676948052,-2.130377158,-1.656038357,-2.46866187,1.725790023,-1.8604764,-1.694410875,-1.872288405,0.747145797,-1.372264894,-0.695253929,0.224598827,9.290899652,4.028849033,-0.330363431,-0.638189979,-1.693761591,6.803155556,-2.371728054,5.565598523,8.19996749,2.97131366,-0.547969527,0.65134571,-6.833484178,-3.868025042,-6.074812558,-29.89990509,11.53953998,-0.879156403,-25.09819229,33.26264472,-20.45924199,-12.46761124,-1.919188087,-0.659720554,-1.974751922,-4.651790563,1.132000422,-0.479750559,0.838508762,-0.272974564,2.855899726,1.639117821,-0.719619447,1.539687389,-0.430233194,1.195298549,-0.337863971,0.595061702,0.832872722,0.082901463,0.482573997,-0.174941555,-1.176806614,0.415874851,-0.532397679,-0.451233245,0.073912518,0.079446576,0.023566643,-1.055397269,0.402680499,1.229488307,0.414510668,-0.027188112,-1.006375125,0.031111888,0.156783537,-3.59E-13
31,MB7,MorroBay,-4.592774786,-7.745172388,-49.28580381,-15.70959344,1.071628598,0.043512385,3.117451703,0.296310422,0.274866124,-8.336382736,6.367817476,-6.785330582,1.547604021,-19.28781605,8.869307169,2.341663193,3.076550039,1.441720043,0.093298547,3.096680728,1.12794232,1.589561674,-3.353495441,1.190786152,1.791892529,0.991515662,-0.940406353,-0.280938312,1.93067038,-0.698035476,0.333599094,-1.264296633,-1.748138239,-0.901036755,-1.645128978,-0.057907828,-0.352497806,-2.766323626,1.825026236,3.035473579,-0.984605954,5.835917421,-2.515978465,1.354833665,3.003027014,0.162367409,-1.188458018,0.408814394,-1.57173319,4.591997693,-0.160071196,1.744669187,0.48990218,1.170075256,-4.498171527,-0.79842004,2.306409167,1.245467663,-2.289790986,-1.156456145,-0.224451431,3.104026285,1.248845944,-0.200573694,15.18208247,-0.503137542,-0.181471288,-5.549032118,-0.69598745,8.40623203,19.24959643,0.197564518,-13.37872381,21.67076589,-7.069859765,2.452105138,5.577926011,3.592299936,4.009868027,-2.774826269,1.74641431,0.477571166,-0.417822836,-4.69E-13
32,MB9,MorroBay,-4.949625274,-4.464316856,-29.29178602,-2.520236202,0.208480066,-0.203007268,-3.610546041,-0.809331018,-0.821910782,7.261449051,-7.7754511,8.126185503,-3.098083596,22.1890223,-10.58290963,1.182277593,-8.319417615,-0.88294497,1.033403999,1.612905815,1.784267849,3.747425662,-1.286715284,-1.702502107,2.268873408,-4.083269345,2.240607006,1.629962656,-7.517113813,4.58865995,-1.503906218,1.664687081,-0.753008107,4.420856794,-1.872761737,-9.608219974,-0.221313831,-5.877722184,3.267845697,-8.545400851,11.35706818,-34.05837172,1.591228048,21.17399824,20.4036155,-23.0635895,5.768230322,9.41998933,1.525575493,-2.102732413,0.927484719,2.119639027,1.127344367,-0.72861642,-0.975330893,0.918937399,1.198994406,-1.49490661,-2.026729568,0.091151129,-0.278106238,-0.202800123,1.497638572,-2.383046636,2.111675728,-0.176642573,0.066799294,-1.022522618,1.332995336,0.984305246,-0.104780551,-0.640316025,0.177965741,-0.112631264,0.56346728,1.34709102,0.766235285,-0.225950307,-0.65582361,-0.647976265,-0.370264849,0.283363646,-0.443238242,-5.23E-13
33,PMB1761,PuertoViejo,-22.51907933,13.05720759,-2.468408496,11.86141371,0.922609616,-0.384389533,-0.219091526,-0.408777134,-0.012454108,0.090734915,-0.029324361,-0.035364099,-1.174753085,1.59419258,4.537614228,-2.131938745,3.126370403,1.477036817,0.229872159,0.603588326,-0.053088847,-0.832411932,0.09197036,-1.267290234,-0.612200188,1.241140966,-0.008651601,0.962657831,-0.260951515,-1.614575139,-0.769923036,-0.806423083,-0.357414659,0.981501773,1.563661257,0.061194716,-0.305923411,0.93357966,-0.441571709,0.066720732,-1.607180672,-0.676245678,1.178070603,2.693075634,1.587026187,-0.22370666,-0.691465658,1.547844432,0.281684455,-3.601716473,-5.046229838,-0.159990956,-3.968419531,4.265466968,-0.566820992,-3.432525114,-0.572878343,0.203546984,3.198653886,0.444024046,-0.324048482,-4.952629127,-5.433216452,1.951543748,-0.422179557,-10.15658048,7.812369044,7.639284776,3.476870212,3.538693686,9.650329442,6.946967286,-5.709732686,3.395062305,19.91153407,-19.263851,-17.21015242,-11.66028509,11.04391995,11.38044304,17.6462254,0.787808495,-0.043000345,-4.40E-13
34,PMB1762,PuertoViejo,-25.68102423,16.85399729,-2.033860979,11.84137617,0.613115186,0.148406502,0.844145713,0.905405199,-0.879147054,1.096468717,0.775057295,-0.376881382,-1.578422253,2.190543891,4.461698653,-3.503831898,3.292033442,1.706974418,-0.695925022,-1.161537392,0.333417965,-2.594722973,-1.092869883,-1.490574562,-0.821347026,0.268979122,1.610474701,0.496591634,-0.651139704,-1.066226542,-0.793690638,-1.371058544,0.247336734,-1.793501805,-0.558940847,-2.191130591,1.165558309,0.144895428,0.104593485,-0.416976449,-0.749539304,1.100795177,-0.243595748,1.777059688,0.659720436,-0.073486214,1.333751752,0.256500052,-0.525818559,-3.629064362,-5.994983527,-0.168121654,-8.419035846,0.121390443,2.813972534,-4.39051338,-1.163107868,-12.55399631,4.897273514,20.20910642,-0.17239755,3.767213446,-25.86966312,4.138880282,-1.091269336,-15.23503154,-5.17965921,11.74771975,-6.358800539,9.792327556,5.567341823,5.008687951,4.735932632,-1.053984014,3.076682392,9.754106899,14.38329676,8.529780163,-7.856393353,6.072569246,-4.157906689,-0.438824592,0.546910458,-2.71E-13
35,PMB1763,PuertoViejo,-25.87472018,18.19422349,-2.162684886,13.33925157,0.335716397,0.597430692,0.328876748,1.173279735,-0.123243571,1.253605906,0.278034393,-0.309290836,-1.487260022,1.93657952,6.957120855,-3.063667346,3.577570579,0.833663244,0.997553662,-0.386917126,1.491451795,-2.690353048,-0.014240837,-1.565688053,0.391344398,1.190900279,-0.017476455,0.583793811,1.888223998,-1.976174379,-0.277290843,-0.83786949,-0.513615676,-0.698129135,1.770641741,-0.252336947,0.379698716,-0.800901338,0.961630921,-0.032356226,-1.776001223,0.62940775,0.137412172,5.151108667,0.385270362,-0.07870669,0.81219968,1.471542092,-0.951636013,-4.206296911,-5.620293128,-3.458570104,-17.26877359,13.42137586,19.24122147,-27.39010506,-5.681448223,15.3485772,4.169317159,9.126102199,12.54284856,-4.84469145,14.31288845,-0.858624449,7.80303912,6.138440484,-13.18306573,-1.954573773,5.055681283,-0.167060695,-2.640753442,-3.467585315,-1.264322353,-0.806945012,-2.17154075,2.631837818,-2.413011375,1.710228999,-2.18290495,-0.081772613,-0.285265224,-0.142919631,0.109523273,-3.51E-13
36,PMB1765,PuertoViejo,-28.31787335,21.6819663,-2.570047571,14.97087333,0.865042746,0.649799827,0.442876793,0.76967071,1.195337483,3.047862966,1.216211998,-0.460308826,-3.105200397,2.050829971,7.760025051,-5.372844563,4.20789758,2.465812181,0.005109789,0.899832854,-0.369989664,-3.241430391,0.809618685,-1.377194463,-0.295866014,3.293249543,0.454283497,0.543641906,0.986739339,-2.940932261,-0.991247036,-1.860645616,-0.293473141,-0.252941103,2.682080463,0.726736762,-0.246323567,-1.689461819,-2.840562427,1.014129458,-3.222048939,0.671638795,2.630513567,6.130358576,-2.225835083,1.838847986,0.837727991,-0.221055531,1.910461983,-8.240077267,-11.31358698,5.664192173,-0.444916725,-13.11130798,-24.2007685,-12.85692106,-26.88752919,-23.35816449,-0.753204523,-4.719037402,-2.969322704,-2.987762951,7.890988697,3.068022778,2.898853697,4.116308602,-2.791271162,-5.737061219,-1.294836625,-5.135897121,-4.589787823,1.255186021,-0.645267778,1.323707956,-4.697120644,-0.145975237,-2.284078818,1.085962491,3.52895261,0.248742896,-2.337324563,-0.264687332,0.13941369,-2.98E-13
37,PMB1766,PuertoViejo,-26.30939593,21.21465864,-3.699377419,15.9674704,-0.038838515,-1.499025749,0.741768331,1.511762693,0.295744117,1.809809215,1.034818918,-0.6487572,-3.403305548,2.297009657,8.373389143,-4.733494821,4.552609563,2.963896079,-0.372576426,0.483730604,-0.067466527,-1.81902242,-0.449648713,-1.04455057,1.634165494,0.94338538,0.626062787,1.462108808,2.41728505,-2.861956519,-0.340670703,-0.935168189,-1.800777121,-0.754610951,1.282504429,-0.346669002,-0.354904204,-0.119202485,0.800509366,2.129041876,-2.43754919,0.122055362,1.825807913,4.517398166,-0.900621379,-0.954142251,1.699206064,0.678931531,-0.121919833,-8.196792309,-8.460159926,-1.933782763,-5.467072691,0.051097956,-4.415531982,3.403581044,-9.6353226,26.76432372,-8.609395584,-26.50169859,-5.462340455,2.977613749,-16.92557306,-1.959030354,2.212576279,6.370285697,8.800627869,11.81913301,3.520473338,3.977832322,-3.059198992,2.821851346,-2.40272532,-3.850035169,-4.330936601,3.367272222,8.488317717,-2.469514189,-3.522062532,-3.672511722,-0.571130458,-0.653880423,0.280792491,-5.28E-13
38,PMB1768,PuertoViejo,-25.55623957,21.92649889,-3.134688003,13.25622111,0.095885323,-0.445986412,-0.089514721,0.457774623,0.350789953,1.284099393,0.313281419,0.454607238,-1.405172439,-0.608216102,5.322944552,-2.827928216,4.405684045,1.297606788,-0.515669022,1.437776995,-0.913150457,-1.999168237,0.821814131,-0.931117988,0.594421551,1.020600544,1.169004834,-0.397529841,0.743264089,-1.458103108,-1.304662844,-0.579739368,-0.802488349,0.003340286,0.20241128,-0.369484805,-0.132127919,0.412639909,1.718320046,1.353096998,-2.562834746,2.184598343,-0.814154734,3.485749343,-1.143457474,0.063463366,-1.314902119,0.093054778,-0.607782058,-11.80921276,-4.171108101,-2.378099435,-13.18600853,31.04152595,-6.263920109,17.42503088,11.81916011,-15.34525198,5.108013675,-9.411917943,2.634179456,18.30783823,7.59315095,-4.75282009,-2.915196877,-1.484801486,1.306250062,-8.081309563,3.34290534,-3.185291126,-6.170774148,-5.170871002,-3.415790866,0.225176194,5.433469713,4.3138545,2.961024805,1.864578271,1.270603299,1.402779162,-1.509508348,0.194846041,-0.026816335,-4.00E-13
39,PMB1772,Abreojos,-30.89853007,28.57464561,2.85171889,7.384185499,-1.411952388,-1.491024876,1.57095037,-0.598191755,-0.025279091,-4.481477355,0.822664948,-0.747281411,4.519895005,-6.17095485,-9.064273848,8.278833903,-5.810904832,-2.026322293,-0.490305235,1.402044774,-0.344110391,3.188948538,-0.461473517,2.248570648,-0.162649324,-1.822306873,1.189018229,0.398691863,0.280931603,1.082869846,0.877768699,1.146274305,-0.726645516,-1.403189615,-0.633332639,0.97498189,0.485384011,0.716274382,-0.996634557,-0.933040238,1.700672891,2.013436373,0.798092771,-1.028986625,-2.522413229,-0.907022669,2.017620611,-1.376116174,0.557084258,-13.41776748,8.977342978,5.841842605,8.220096662,-3.356214605,2.180773632,-2.182142336,1.512744849,6.256178229,0.813723283,0.474358989,-4.704227031,-9.350381915,-5.231654564,-0.735699229,8.333972353,0.2015093,-7.646042501,-16.4931587,-7.291719124,-1.767177078,-14.39357871,-0.535626243,-5.49929658,1.167872921,20.47750194,-4.108596151,22.14479343,1.402964823,13.11693734,-2.698885412,2.434365836,0.870839677,0.109393704,-2.15E-13
40,PMB1773,Abreojos,-24.32449335,24.48987889,1.722976335,6.562155063,0.351152827,-1.418379995,0.844245091,-0.880013891,-0.323250777,-4.027116983,0.443115717,-0.757381241,4.071436276,-5.823996445,-8.251949507,6.698868285,-6.202153955,-1.950201988,-0.533478463,1.15490078,0.033299058,2.675792436,-0.014805394,0.959585231,0.198225475,-1.673404548,-1.077220711,0.45514157,-0.025220173,0.831458047,1.337789804,-0.369986832,-0.191721486,0.682304073,-0.654775175,-0.848261795,-0.878356622,0.043715452,0.695165879,-0.082841583,0.321350779,1.627382596,1.861101857,2.715243281,-2.210984893,-2.422182018,-0.274369629,-0.209537546,1.135274719,-13.7056473,6.823818705,4.811531033,-1.639027149,3.540234061,7.768818221,0.701113312,2.655474917,-2.306386486,-2.731253547,-3.207793689,0.47323846,0.973326602,2.365187797,0.244662582,5.875353505,-3.437831965,6.070209451,14.57065586,-15.51577021,-5.478140664,-2.723749513,9.641138875,10.41020694,3.986900588,-10.79066388,-8.290635612,-12.21598196,24.36454677,10.97455619,-12.36089205,0.895673345,1.260964731,0.787895137,-4.45E-14
41,PMB1777,Abreojos,-24.16840982,25.42644476,2.631535374,6.691270585,-1.217245374,-1.66552361,2.055213179,-0.521926771,1.070999656,-4.088719925,1.002897772,0.497761936,2.634707647,-3.882582938,-6.604113473,5.22735879,-4.298678432,-1.256711649,-0.527522065,1.148642394,-0.84887918,1.79989221,-1.086837609,1.958853955,-0.67329815,-1.738522191,1.82849314,1.065868984,0.273549563,-0.019237652,-0.553653389,1.646212641,0.529818096,0.193999084,0.658953969,-0.180569897,0.034975326,-0.539945762,0.57213539,-0.63437878,0.323644108,0.188822022,2.012478085,-0.107812076,-2.883066802,0.831728045,0.687554049,-0.724445084,0.62506578,-12.48725242,8.40455742,9.986388052,0.790975462,6.953677925,-1.48972489,0.117857664,2.128595233,-2.079026249,9.582429717,1.423560026,7.064597182,-15.04515969,-12.94763021,-0.276156036,-0.092915655,-11.66164607,6.112714854,-16.8652069,9.374758885,1.835345357,4.583910855,4.886487614,-6.645147991,-8.178034384,-18.54258955,-5.730334481,-6.936128019,-12.43687306,-10.10720307,-12.13221465,-6.159573952,-0.15627509,0.406164828,-2.02E-13
42,PMB1778,Abreojos,-29.79654381,31.63462485,3.562399397,8.05482705,-1.153729022,-2.398898328,0.078823405,-0.136357401,1.115771826,-5.596728262,1.854326612,-0.73104314,4.256364256,-6.506142835,-7.033277187,7.236116393,-5.363267972,-2.862445312,-0.273797277,2.637054749,-0.709366058,2.179941703,-0.772788285,1.691359125,0.107679424,-1.86209134,-0.594920959,-0.212695823,-1.0309335,-1.000854606,2.124617751,0.311994931,-0.418162034,-0.08414602,-1.172180164,-0.261296283,-1.184793176,2.349984489,-1.162094311,-0.614686748,1.169708948,0.881077937,2.692455337,1.804068405,-3.015089378,-0.090705358,-0.644400639,-1.989059457,-0.508423204,-20.63080132,13.05606025,5.275769479,12.76808902,-3.866743972,-0.294532304,-0.290009999,1.696882016,-1.422598809,-8.525160633,3.710817311,2.782120685,7.570095617,15.50396358,8.089614344,-5.820273951,8.15277453,-2.122804358,14.30479855,-4.820349041,3.616548641,10.30873621,2.965526251,-16.5305034,-9.563141103,2.834650864,12.15523503,0.092493911,-5.97285949,-12.70402773,5.284037899,6.982790756,-0.22937609,-0.931591221,-5.20E-13
43,PMB1782,Abreojos,-29.14252541,31.95348104,2.271904046,6.833804321,-1.309541312,-2.092777415,-0.659038039,-0.375124743,0.691609754,-3.850693802,-0.957843324,0.179528387,2.36152142,-5.33800101,-7.581171352,6.522808777,-5.307869395,-3.260062577,0.084457395,1.081258012,0.921484189,1.832370583,0.122659396,1.559169847,-0.753713245,-1.537447681,0.102214844,-0.60970051,-0.872256054,0.678473889,1.185271106,0.680926332,0.856996029,0.94630938,-1.167970991,1.075640552,-0.364906918,0.30714265,-0.283151904,0.309502076,0.072107026,0.439461173,0.621705064,-1.471582723,-3.229902431,-0.171950894,1.608747668,-1.87487795,1.437895146,-11.30022766,12.87614957,4.025198227,8.103337009,-5.585780553,-1.040651986,0.967883829,-4.568396336,5.784987869,3.242421872,-0.953747105,-2.831696303,11.37811719,-2.038324176,-10.21340661,-0.542080368,-2.854585262,-10.62888185,1.75463328,20.10201958,1.119603919,0.250833452,-8.981998798,20.55737506,17.86741977,-4.627487608,-2.52738472,-3.857485424,-2.008312644,-1.67753607,17.15498791,-4.070938422,-1.487164657,1.313392124,-5.75E-13
44,PMB1792,LopezMateos,-23.82089641,28.87797879,3.095561755,4.156028975,-1.7676481,-1.555128678,0.232776351,-1.239334692,0.786493282,-4.649769017,-0.172027037,0.40497976,3.929375016,-4.744591241,-9.344044394,8.013969959,-7.384781073,-3.206391977,0.211486319,0.883650843,-1.76513548,2.271275943,-1.429007143,-0.612185903,-0.054840365,-1.925628215,0.127094912,-0.200776666,-0.317140741,0.347537232,0.675468021,-0.539801222,2.25136252,0.122556941,-2.507043167,-0.410646895,0.684308894,0.383195603,-2.308487375,-0.127068518,-0.777369802,-0.612908386,1.075397692,-1.687716402,6.86E-05,-0.391585345,0.05513308,2.388023949,-0.27563683,8.21906391,-8.51309803,0.908840576,-9.526848253,9.036403011,1.791895138,10.39682511,-0.209727879,-0.970964007,-15.51029152,3.461267391,-11.49810049,-9.020838587,-0.666477681,25.15859604,13.60462342,4.762556795,-1.330243604,-2.848993473,2.105807226,-18.9491599,9.444727405,-4.080131396,11.58972735,-3.052382829,-4.02203079,-1.642925392,4.265709159,-4.806769938,-4.161068045,7.902227628,3.400304117,-0.870037716,0.001613327,-3.24E-13
